event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold_before_promo,quantity_sold(after_promo),base_price_after_promo,revenue_before_promo,quantity_sold_after_promo,revenue_after_promo,isu,isu_pct,ir,ir_pct
ab6327,STHYD-1,CAMP_SAN_01,P04,370,BOGOF,444,1123,185,164280,2246,415510,1802,4.06,251230,1.53
c6693c,STBLR-1,CAMP_SAN_01,P04,370,BOGOF,413,1102,185,152810,2204,407740,1791,4.34,254930,1.67
d81627,STCBE-2,CAMP_SAN_01,P04,370,BOGOF,355,1508,185,131350,3016,557960,2661,7.5,426610,3.25
cbf0ad,STCHE-6,CAMP_SAN_01,P03,200,BOGOF,358,1410,100,71600,2820,282000,2462,6.88,210400,2.94
fd48ff,STCBE-0,CAMP_SAN_01,P04,370,BOGOF,367,1423,185,135790,2846,526510,2479,6.75,390720,2.88
61089e,STHYD-5,CAMP_SAN_01,P04,370,BOGOF,412,1615,185,152440,3230,597550,2818,6.84,445110,2.92
90110c,STHYD-0,CAMP_SAN_01,P04,370,BOGOF,412,1615,185,152440,3230,597550,2818,6.84,445110,2.92
9ce293,STMDU-1,CAMP_SAN_01,P03,200,BOGOF,255,1009,100,51000,2018,201800,1763,6.91,150800,2.96
855f49,STBLR-3,CAMP_SAN_01,P04,370,BOGOF,481,1890,185,177970,3780,699300,3299,6.86,521330,2.93
4a8c38,STCHE-0,CAMP_SAN_01,P04,370,BOGOF,469,1861,185,173530,3722,688570,3253,6.94,515040,2.97
1a1a02,STBLR-0,CAMP_SAN_01,P04,370,BOGOF,465,2064,185,172050,4128,763680,3663,7.88,591630,3.44
ace471,STMDU-0,CAMP_SAN_01,P04,370,BOGOF,273,1201,185,101010,2402,444370,2129,7.8,343360,3.4
5729c0,STMYS-2,CAMP_SAN_01,P04,370,BOGOF,240,636,185,88800,1272,235320,1032,4.3,146520,1.65
1dd472,STMLR-1,CAMP_SAN_01,P04,370,BOGOF,220,886,185,81400,1772,327820,1552,7.05,246420,3.03
e0ef00,STBLR-9,CAMP_SAN_01,P03,200,BOGOF,309,1226,100,61800,2452,245200,2143,6.94,183400,2.97
284539,STCHE-3,CAMP_SAN_01,P03,200,BOGOF,384,1678,100,76800,3356,335600,2972,7.74,258800,3.37
bb974d,STBLR-2,CAMP_SAN_01,P03,200,BOGOF,307,1200,100,61400,2400,240000,2093,6.82,178600,2.91
bfc9da,STBLR-9,CAMP_SAN_01,P04,370,BOGOF,387,1509,185,143190,3018,558330,2631,6.8,415140,2.9
49e9ea,STHYD-2,CAMP_SAN_01,P04,370,BOGOF,415,1672,185,153550,3344,618640,2929,7.06,465090,3.03
5c2d1f,STCBE-2,CAMP_SAN_01,P03,200,BOGOF,304,1340,100,60800,2680,268000,2376,7.82,207200,3.41
da1969,STVSK-1,CAMP_SAN_01,P03,200,BOGOF,322,1291,100,64400,2582,258200,2260,7.02,193800,3.01
7704c2,STBLR-7,CAMP_SAN_01,P04,370,BOGOF,382,1638,185,141340,3276,606060,2894,7.58,464720,3.29
9953ec,STTRV-0,CAMP_SAN_01,P04,370,BOGOF,187,733,185,69190,1466,271210,1279,6.84,202020,2.92
800f42,STMDU-3,CAMP_SAN_01,P03,200,BOGOF,273,1097,100,54600,2194,219400,1921,7.04,164800,3.02
aa96fc,STCHE-4,CAMP_SAN_01,P04,370,BOGOF,379,1603,185,140230,3206,593110,2827,7.46,452880,3.23
0c9f61,STBLR-7,CAMP_SAN_01,P03,200,BOGOF,433,1883,100,86600,3766,376600,3333,7.7,290000,3.35
8cd89f,STHYD-0,CAMP_SAN_01,P03,200,BOGOF,363,1408,100,72600,2816,281600,2453,6.76,209000,2.88
21006,STVSK-2,CAMP_SAN_01,P03,200,BOGOF,192,754,100,38400,1508,150800,1316,6.85,112400,2.93
4001c4,STBLR-6,CAMP_SAN_01,P04,370,BOGOF,402,1652,185,148740,3304,611240,2902,7.22,462500,3.11
8a7e7e,STMYS-0,CAMP_SAN_01,P03,200,BOGOF,333,869,100,66600,1738,173800,1405,4.22,107200,1.61
693708,STBLR-3,CAMP_SAN_01,P03,200,BOGOF,454,1788,100,90800,3576,357600,3122,6.88,266800,2.94
c24879,STCBE-1,CAMP_SAN_01,P04,370,BOGOF,370,1439,185,136900,2878,532430,2508,6.78,395530,2.89
3c0536,STBLR-4,CAMP_SAN_01,P03,200,BOGOF,415,1622,100,83000,3244,324400,2829,6.82,241400,2.91
dee3e9,STCBE-0,CAMP_SAN_01,P03,200,BOGOF,384,1509,100,76800,3018,301800,2634,6.86,225000,2.93
480431,STVSK-2,CAMP_SAN_01,P04,370,BOGOF,408,1607,185,150960,3214,594590,2806,6.88,443630,2.94
45512d,STMYS-3,CAMP_SAN_01,P04,370,BOGOF,336,1434,185,124320,2868,530580,2532,7.54,406260,3.27
a7fecb,STBLR-1,CAMP_SAN_01,P03,200,BOGOF,361,963,100,72200,1926,192600,1565,4.34,120400,1.67
8564bb,STVSK-4,CAMP_SAN_01,P04,370,BOGOF,291,762,185,107670,1524,281940,1233,4.24,174270,1.62
1490b8,STMDU-2,CAMP_SAN_01,P04,370,BOGOF,361,1397,185,133570,2794,516890,2433,6.74,383320,2.87
c15780,STVJD-1,CAMP_SAN_01,P04,370,BOGOF,183,708,185,67710,1416,261960,1233,6.74,194250,2.87
388a78,STMDU-0,CAMP_SAN_01,P03,200,BOGOF,307,1277,100,61400,2554,255400,2247,7.32,194000,3.16
05e55f,STBLR-0,CAMP_SAN_01,P03,200,BOGOF,415,1759,100,83000,3518,351800,3103,7.48,268800,3.24
6e79d3,STBLR-2,CAMP_SAN_01,P04,370,BOGOF,373,1439,185,138010,2878,532430,2505,6.72,394420,2.86
870b25,STMYS-0,CAMP_SAN_01,P04,370,BOGOF,418,1116,185,154660,2232,412920,1814,4.34,258260,1.67
fe94ae,STMYS-1,CAMP_SAN_01,P04,370,BOGOF,450,1984,185,166500,3968,734080,3518,7.82,567580,3.41
b46d32,STMDU-1,CAMP_SAN_01,P04,370,BOGOF,337,1337,185,124690,2674,494690,2337,6.93,370000,2.97
0efde2,STCHE-7,CAMP_SAN_01,P03,200,BOGOF,448,1895,100,89600,3790,379000,3342,7.46,289400,3.23
8f512d,STCBE-3,CAMP_SAN_01,P04,370,BOGOF,364,1434,185,134680,2868,530580,2504,6.88,395900,2.94
c9fa13,STHYD-4,CAMP_SAN_01,P04,370,BOGOF,403,1567,185,149110,3134,579790,2731,6.78,430680,2.89
4dcb0e,STBLR-8,CAMP_SAN_01,P03,200,BOGOF,360,1414,100,72000,2828,282800,2468,6.86,210800,2.93
a02f06,STMLR-2,CAMP_SAN_01,P04,370,BOGOF,226,881,185,83620,1762,325970,1536,6.8,242350,2.9
136c14,STHYD-1,CAMP_SAN_01,P03,200,BOGOF,328,833,100,65600,1666,166600,1338,4.08,101000,1.54
a21f91,STBLR-8,CAMP_DIW_01,P03,156,25% OFF,393,322,117,61308,322,37674,-71,-0.18,-23634,-0.39
73d86f,STVSK-2,CAMP_SAN_01,P10,50,25% OFF,31,26,37.5,1550,26,975,-5,-0.16,-575,-0.37
d290a1,STBLR-3,CAMP_DIW_01,P04,290,25% OFF,343,270,217.5,99470,270,58725,-73,-0.21,-40745,-0.41
b08c12,STMDU-3,CAMP_DIW_01,P03,156,25% OFF,227,202,117,35412,202,23634,-25,-0.11,-11778,-0.33
ca3893,STMYS-1,CAMP_SAN_01,P09,90,25% OFF,52,39,67.5,4680,39,2632.5,-13,-0.25,-2047.5,-0.44
292ca5,STHYD-2,CAMP_DIW_01,P04,290,25% OFF,287,220,217.5,83230,220,47850,-67,-0.23,-35380,-0.43
47af00,STVJD-1,CAMP_DIW_01,P03,156,25% OFF,183,150,117,28548,150,17550,-33,-0.18,-10998,-0.39
a85a9a,STHYD-2,CAMP_SAN_01,P10,50,25% OFF,42,31,37.5,2100,31,1162.5,-11,-0.26,-937.5,-0.45
29524a,STBLR-9,CAMP_SAN_01,P10,50,25% OFF,40,36,37.5,2000,36,1350,-4,-0.1,-650,-0.33
a929ed,STHYD-5,CAMP_DIW_01,P03,156,25% OFF,358,347,117,55848,347,40599,-11,-0.03,-15249,-0.27
3b54c7,STHYD-3,CAMP_DIW_01,P04,290,25% OFF,367,297,217.5,106430,297,64597.5,-70,-0.19,-41832.5,-0.39
7d6e2a,STMLR-0,CAMP_DIW_01,P03,156,25% OFF,166,146,117,25896,146,17082,-20,-0.12,-8814,-0.34
7634c0,STMLR-0,CAMP_SAN_01,P10,50,25% OFF,15,12,37.5,750,12,450,-3,-0.2,-300,-0.4
d304f9,STCHE-5,CAMP_DIW_01,P04,290,25% OFF,309,268,217.5,89610,268,58290,-41,-0.13,-31320,-0.35
1c1cb7,STHYD-5,CAMP_SAN_01,P10,50,25% OFF,39,35,37.5,1950,35,1312.5,-4,-0.1,-637.5,-0.33
eaa64b,STBLR-3,CAMP_SAN_01,P09,90,25% OFF,58,43,67.5,5220,43,2902.5,-15,-0.26,-2317.5,-0.44
6d24bc,STMDU-2,CAMP_DIW_01,P03,156,25% OFF,206,179,117,32136,179,20943,-27,-0.13,-11193,-0.35
0b51fe,STHYD-3,CAMP_SAN_01,P10,50,25% OFF,39,29,37.5,1950,29,1087.5,-10,-0.26,-862.5,-0.44
d1ceaf,STBLR-5,CAMP_SAN_01,P10,50,25% OFF,36,29,37.5,1800,29,1087.5,-7,-0.19,-712.5,-0.4
e9c690,STMDU-3,CAMP_SAN_01,P09,90,25% OFF,45,38,67.5,4050,38,2565,-7,-0.16,-1485,-0.37
31b59d,STVSK-3,CAMP_SAN_01,P10,50,25% OFF,27,21,37.5,1350,21,787.5,-6,-0.22,-562.5,-0.42
f2d198,STTRV-1,CAMP_DIW_01,P03,156,25% OFF,166,157,117,25896,157,18369,-9,-0.05,-7527,-0.29
5a21a5,STBLR-4,CAMP_SAN_01,P10,50,25% OFF,31,26,37.5,1550,26,975,-5,-0.16,-575,-0.37
6c9451,STVSK-0,CAMP_DIW_01,P03,156,25% OFF,259,225,117,40404,225,26325,-34,-0.13,-14079,-0.35
8f3699,STVSK-3,CAMP_DIW_01,P03,156,25% OFF,196,174,117,30576,174,20358,-22,-0.11,-10218,-0.33
d60641,STHYD-0,CAMP_DIW_01,P03,156,25% OFF,351,305,117,54756,305,35685,-46,-0.13,-19071,-0.35
b79fd9,STVJD-1,CAMP_DIW_01,P04,290,25% OFF,150,123,217.5,43500,123,26752.5,-27,-0.18,-16747.5,-0.39
de1ced,STCHE-3,CAMP_DIW_01,P03,156,25% OFF,330,290,117,51480,290,33930,-40,-0.12,-17550,-0.34
aa1bbd,STCBE-0,CAMP_SAN_01,P10,50,25% OFF,25,22,37.5,1250,22,825,-3,-0.12,-425,-0.34
13ad42,STMDU-0,CAMP_DIW_01,P03,156,25% OFF,241,209,117,37596,209,24453,-32,-0.13,-13143,-0.35
5c50b6,STHYD-6,CAMP_SAN_01,P09,90,25% OFF,55,45,67.5,4950,45,3037.5,-10,-0.18,-1912.5,-0.39
68718c,STCHE-0,CAMP_DIW_01,P04,290,25% OFF,309,265,217.5,89610,265,57637.5,-44,-0.14,-31972.5,-0.36
591730,STBLR-2,CAMP_SAN_01,P09,90,25% OFF,64,53,67.5,5760,53,3577.5,-11,-0.17,-2182.5,-0.38
e4235a,STVJD-0,CAMP_SAN_01,P09,90,25% OFF,33,30,67.5,2970,30,2025,-3,-0.09,-945,-0.32
4ad894,STMLR-1,CAMP_DIW_01,P03,156,25% OFF,192,165,117,29952,165,19305,-27,-0.14,-10647,-0.36
465ef1,STCHE-4,CAMP_DIW_01,P04,290,25% OFF,304,273,217.5,88160,273,59377.5,-31,-0.1,-28782.5,-0.33
dd2475,STBLR-4,CAMP_DIW_01,P04,290,25% OFF,325,289,217.5,94250,289,62857.5,-36,-0.11,-31392.5,-0.33
3906da,STMLR-2,CAMP_SAN_01,P09,90,25% OFF,33,27,67.5,2970,27,1822.5,-6,-0.18,-1147.5,-0.39
c917a3,STCHE-3,CAMP_DIW_01,P04,290,25% OFF,350,311,217.5,101500,311,67642.5,-39,-0.11,-33857.5,-0.33
1ba928,STMDU-1,CAMP_DIW_01,P04,290,25% OFF,255,219,217.5,73950,219,47632.5,-36,-0.14,-26317.5,-0.36
bd2635,STHYD-5,CAMP_DIW_01,P04,290,25% OFF,327,310,217.5,94830,310,67425,-17,-0.05,-27405,-0.29
cf9994,STCHE-5,CAMP_SAN_01,P10,50,25% OFF,37,31,37.5,1850,31,1162.5,-6,-0.16,-687.5,-0.37
67820e,STBLR-0,CAMP_SAN_01,P10,50,25% OFF,31,25,37.5,1550,25,937.5,-6,-0.19,-612.5,-0.4
5487a6,STBLR-0,CAMP_DIW_01,P03,156,25% OFF,358,315,117,55848,315,36855,-43,-0.12,-18993,-0.34
0a4160,STCHE-7,CAMP_DIW_01,P03,156,25% OFF,330,323,117,51480,323,37791,-7,-0.02,-13689,-0.27
8d349f,STCBE-4,CAMP_SAN_01,P10,50,25% OFF,22,18,37.5,1100,18,675,-4,-0.18,-425,-0.39
127984,STMLR-2,CAMP_DIW_01,P04,290,25% OFF,141,125,217.5,40890,125,27187.5,-16,-0.11,-13702.5,-0.34
5ae6d6,STBLR-1,CAMP_SAN_01,P09,90,25% OFF,82,74,67.5,7380,74,4995,-8,-0.1,-2385,-0.32
2177f8,STMDU-0,CAMP_DIW_01,P04,290,25% OFF,234,208,217.5,67860,208,45240,-26,-0.11,-22620,-0.33
79577d,STBLR-9,CAMP_DIW_01,P03,156,25% OFF,348,337,117,54288,337,39429,-11,-0.03,-14859,-0.27
8f5618,STBLR-1,CAMP_DIW_01,P04,290,25% OFF,302,289,217.5,87580,289,62857.5,-13,-0.04,-24722.5,-0.28
2cbc21,STHYD-1,CAMP_SAN_01,P09,90,25% OFF,58,47,67.5,5220,47,3172.5,-11,-0.19,-2047.5,-0.39
d59c23,STCBE-3,CAMP_DIW_01,P03,156,25% OFF,252,224,117,39312,224,26208,-28,-0.11,-13104,-0.33
68a7bc,STBLR-5,CAMP_DIW_01,P04,290,25% OFF,322,276,217.5,93380,276,60030,-46,-0.14,-33350,-0.36
ffaba4,STBLR-8,CAMP_SAN_01,P09,90,25% OFF,46,33,67.5,4140,33,2227.5,-13,-0.28,-1912.5,-0.46
ec3591,STCHE-1,CAMP_SAN_01,P09,90,25% OFF,79,63,67.5,7110,63,4252.5,-16,-0.2,-2857.5,-0.4
38ebfb,STCBE-1,CAMP_SAN_01,P10,50,25% OFF,27,20,37.5,1350,20,750,-7,-0.26,-600,-0.44
dcaeaa,STBLR-7,CAMP_DIW_01,P04,290,25% OFF,276,242,217.5,80040,242,52635,-34,-0.12,-27405,-0.34
d31787,STMYS-2,CAMP_SAN_01,P10,50,25% OFF,25,20,37.5,1250,20,750,-5,-0.2,-500,-0.4
f34069,STBLR-9,CAMP_SAN_01,P09,90,25% OFF,61,57,67.5,5490,57,3847.5,-4,-0.07,-1642.5,-0.3
12bb06,STHYD-1,CAMP_DIW_01,P03,156,25% OFF,351,319,117,54756,319,37323,-32,-0.09,-17433,-0.32
e0de60,STHYD-6,CAMP_DIW_01,P03,156,25% OFF,327,294,117,51012,294,34398,-33,-0.1,-16614,-0.33
0ba095,STCBE-1,CAMP_DIW_01,P03,156,25% OFF,274,210,117,42744,210,24570,-64,-0.23,-18174,-0.43
4ab3bc,STHYD-2,CAMP_SAN_01,P09,90,25% OFF,66,49,67.5,5940,49,3307.5,-17,-0.26,-2632.5,-0.44
6321fa,STCHE-3,CAMP_SAN_01,P10,50,25% OFF,31,26,37.5,1550,26,975,-5,-0.16,-575,-0.37
8d68bc,STHYD-2,CAMP_DIW_01,P03,156,25% OFF,357,289,117,55692,289,33813,-68,-0.19,-21879,-0.39
decd5e,STMDU-2,CAMP_SAN_01,P10,50,25% OFF,21,17,37.5,1050,17,637.5,-4,-0.19,-412.5,-0.39
8481be,STCHE-1,CAMP_DIW_01,P04,290,25% OFF,327,287,217.5,94830,287,62422.5,-40,-0.12,-32407.5,-0.34
4f76ac,STMYS-3,CAMP_DIW_01,P04,290,25% OFF,383,344,217.5,111070,344,74820,-39,-0.1,-36250,-0.33
aacd2a,STMYS-3,CAMP_SAN_01,P10,50,25% OFF,25,21,37.5,1250,21,787.5,-4,-0.16,-462.5,-0.37
8e97d1,STBLR-7,CAMP_SAN_01,P09,90,25% OFF,72,58,67.5,6480,58,3915,-14,-0.19,-2565,-0.4
9a425b,STCBE-0,CAMP_DIW_01,P03,156,25% OFF,276,267,117,43056,267,31239,-9,-0.03,-11817,-0.27
837127,STVJD-0,CAMP_DIW_01,P03,156,25% OFF,208,197,117,32448,197,23049,-11,-0.05,-9399,-0.29
f6c17f,STBLR-0,CAMP_SAN_01,P09,90,25% OFF,54,45,67.5,4860,45,3037.5,-9,-0.17,-1822.5,-0.38
fedf26,STMLR-2,CAMP_SAN_01,P10,50,25% OFF,19,15,37.5,950,15,562.5,-4,-0.21,-387.5,-0.41
79f662,STVSK-1,CAMP_SAN_01,P09,90,25% OFF,40,28,67.5,3600,28,1890,-12,-0.3,-1710,-0.48
3133f3,STCHE-5,CAMP_SAN_01,P09,90,25% OFF,63,53,67.5,5670,53,3577.5,-10,-0.16,-2092.5,-0.37
1e5ae7,STCHE-7,CAMP_SAN_01,P09,90,25% OFF,54,51,67.5,4860,51,3442.5,-3,-0.06,-1417.5,-0.29
078a6a,STMDU-0,CAMP_SAN_01,P09,90,25% OFF,57,47,67.5,5130,47,3172.5,-10,-0.18,-1957.5,-0.38
82ff02,STMDU-0,CAMP_SAN_01,P10,50,25% OFF,22,18,37.5,1100,18,675,-4,-0.18,-425,-0.39
4cd59b,STVSK-0,CAMP_SAN_01,P09,90,25% OFF,42,35,67.5,3780,35,2362.5,-7,-0.17,-1417.5,-0.38
ad2ad4,STMDU-3,CAMP_DIW_01,P04,290,25% OFF,197,175,217.5,57130,175,38062.5,-22,-0.11,-19067.5,-0.33
46ee5a,STCBE-3,CAMP_DIW_01,P04,290,25% OFF,246,214,217.5,71340,214,46545,-32,-0.13,-24795,-0.35
5f18fc,STVJD-1,CAMP_SAN_01,P10,50,25% OFF,18,13,37.5,900,13,487.5,-5,-0.28,-412.5,-0.46
d04bc1,STCBE-0,CAMP_SAN_01,P09,90,25% OFF,49,46,67.5,4410,46,3105,-3,-0.06,-1305,-0.3
41dc33,STHYD-1,CAMP_SAN_01,P10,50,25% OFF,36,29,37.5,1800,29,1087.5,-7,-0.19,-712.5,-0.4
3100ef,STBLR-5,CAMP_SAN_01,P09,90,25% OFF,67,56,67.5,6030,56,3780,-11,-0.16,-2250,-0.37
367337,STCHE-6,CAMP_SAN_01,P09,90,25% OFF,81,60,67.5,7290,60,4050,-21,-0.26,-3240,-0.44
35463c,STCBE-0,CAMP_DIW_01,P04,290,25% OFF,211,202,217.5,61190,202,43935,-9,-0.04,-17255,-0.28
be6ab1,STCHE-4,CAMP_SAN_01,P09,90,25% OFF,73,60,67.5,6570,60,4050,-13,-0.18,-2520,-0.38
ac0b82,STMYS-0,CAMP_DIW_01,P04,290,25% OFF,234,205,217.5,67860,205,44587.5,-29,-0.12,-23272.5,-0.34
9d7bd2,STCHE-5,CAMP_DIW_01,P03,156,25% OFF,413,375,117,64428,375,43875,-38,-0.09,-20553,-0.32
17edbc,STMYS-1,CAMP_DIW_01,P03,156,25% OFF,281,230,117,43836,230,26910,-51,-0.18,-16926,-0.39
c11cad,STMYS-2,CAMP_SAN_01,P09,90,25% OFF,61,50,67.5,5490,50,3375,-11,-0.18,-2115,-0.39
41cb8f,STBLR-6,CAMP_DIW_01,P03,156,25% OFF,402,353,117,62712,353,41301,-49,-0.12,-21411,-0.34
6cb844,STBLR-3,CAMP_SAN_01,P10,50,25% OFF,28,21,37.5,1400,21,787.5,-7,-0.25,-612.5,-0.44
ed7b12,STVSK-0,CAMP_SAN_01,P10,50,25% OFF,16,13,37.5,800,13,487.5,-3,-0.19,-312.5,-0.39
861506,STCHE-6,CAMP_DIW_01,P03,156,25% OFF,334,260,117,52104,260,30420,-74,-0.22,-21684,-0.42
e8d896,STCHE-1,CAMP_SAN_01,P10,50,25% OFF,40,33,37.5,2000,33,1237.5,-7,-0.18,-762.5,-0.38
2dd3f7,STHYD-4,CAMP_DIW_01,P03,156,25% OFF,341,327,117,53196,327,38259,-14,-0.04,-14937,-0.28
ea384f,STBLR-7,CAMP_SAN_01,P10,50,25% OFF,40,33,37.5,2000,33,1237.5,-7,-0.18,-762.5,-0.38
72eed8,STHYD-4,CAMP_DIW_01,P04,290,25% OFF,376,360,217.5,109040,360,78300,-16,-0.04,-30740,-0.28
f65a1e,STVSK-4,CAMP_DIW_01,P04,290,25% OFF,255,196,217.5,73950,196,42630,-59,-0.23,-31320,-0.42
14f79d,STVSK-1,CAMP_DIW_01,P04,290,25% OFF,252,196,217.5,73080,196,42630,-56,-0.22,-30450,-0.42
93dff2,STBLR-3,CAMP_DIW_01,P03,156,25% OFF,390,308,117,60840,308,36036,-82,-0.21,-24804,-0.41
6846a8,STVSK-0,CAMP_DIW_01,P04,290,25% OFF,201,174,217.5,58290,174,37845,-27,-0.13,-20445,-0.35
0a453f,STMYS-0,CAMP_DIW_01,P03,156,25% OFF,301,264,117,46956,264,30888,-37,-0.12,-16068,-0.34
3.14E+36,STCBE-4,CAMP_DIW_01,P04,290,25% OFF,252,226,217.5,73080,226,49155,-26,-0.1,-23925,-0.33
4cf56a,STBLR-9,CAMP_DIW_01,P04,290,25% OFF,311,304,217.5,90190,304,66120,-7,-0.02,-24070,-0.27
4d3722,STMLR-0,CAMP_DIW_01,P04,290,25% OFF,175,150,217.5,50750,150,32625,-25,-0.14,-18125,-0.36
2ae8b8,STCBE-2,CAMP_SAN_01,P10,50,25% OFF,22,18,37.5,1100,18,675,-4,-0.18,-425,-0.39
3f9b4d,STHYD-5,CAMP_SAN_01,P09,90,25% OFF,66,62,67.5,5940,62,4185,-4,-0.06,-1755,-0.3
fcf54a,STCHE-7,CAMP_DIW_01,P04,290,25% OFF,348,334,217.5,100920,334,72645,-14,-0.04,-28275,-0.28
6bb477,STHYD-1,CAMP_DIW_01,P04,290,25% OFF,318,276,217.5,92220,276,60030,-42,-0.13,-32190,-0.35
a2d32f,STVSK-3,CAMP_SAN_01,P09,90,25% OFF,39,31,67.5,3510,31,2092.5,-8,-0.21,-1417.5,-0.4
ea916f,STTRV-0,CAMP_SAN_01,P10,50,25% OFF,18,16,37.5,900,16,600,-2,-0.11,-300,-0.33
f1421a,STMDU-2,CAMP_SAN_01,P09,90,25% OFF,49,39,67.5,4410,39,2632.5,-10,-0.2,-1777.5,-0.4
18c9f4,STBLR-1,CAMP_DIW_01,P03,156,25% OFF,385,369,117,60060,369,43173,-16,-0.04,-16887,-0.28
e78335,STMDU-1,CAMP_DIW_01,P03,156,25% OFF,281,244,117,43836,244,28548,-37,-0.13,-15288,-0.35
6bf19b,STTRV-1,CAMP_DIW_01,P04,290,25% OFF,169,160,217.5,49010,160,34800,-9,-0.05,-14210,-0.29
ebd35e,STBLR-8,CAMP_DIW_01,P04,290,25% OFF,323,251,217.5,93670,251,54592.5,-72,-0.22,-39077.5,-0.42
b79118,STVSK-3,CAMP_DIW_01,P04,290,25% OFF,236,210,217.5,68440,210,45675,-26,-0.11,-22765,-0.33
4d8607,STCHE-0,CAMP_DIW_01,P03,156,25% OFF,323,293,117,50388,293,34281,-30,-0.09,-16107,-0.32
32b8a7,STBLR-2,CAMP_DIW_01,P03,156,25% OFF,378,343,117,58968,343,40131,-35,-0.09,-18837,-0.32
6ae178,STCHE-7,CAMP_SAN_01,P10,50,25% OFF,30,28,37.5,1500,28,1050,-2,-0.07,-450,-0.3
9faad8,STHYD-0,CAMP_SAN_01,P09,90,25% OFF,54,44,67.5,4860,44,2970,-10,-0.19,-1890,-0.39
63ef11,STCBE-4,CAMP_SAN_01,P09,90,25% OFF,46,38,67.5,4140,38,2565,-8,-0.17,-1575,-0.38
66f526,STVJD-0,CAMP_SAN_01,P10,50,25% OFF,18,16,37.5,900,16,600,-2,-0.11,-300,-0.33
2c7cc7,STBLR-1,CAMP_SAN_01,P10,50,25% OFF,28,24,37.5,1400,24,900,-4,-0.14,-500,-0.36
bed694,STTRV-1,CAMP_SAN_01,P10,50,25% OFF,15,14,37.5,750,14,525,-1,-0.07,-225,-0.3
0f5588,STMYS-3,CAMP_DIW_01,P03,156,25% OFF,378,332,117,58968,332,38844,-46,-0.12,-20124,-0.34
d5769b,STCBE-2,CAMP_SAN_01,P09,90,25% OFF,42,34,67.5,3780,34,2295,-8,-0.19,-1485,-0.39
f39a0c,STHYD-3,CAMP_SAN_01,P09,90,25% OFF,49,37,67.5,4410,37,2497.5,-12,-0.24,-1912.5,-0.43
87564a,STCHE-6,CAMP_DIW_01,P04,290,25% OFF,346,269,217.5,100340,269,58507.5,-77,-0.22,-41832.5,-0.42
b60e6a,STBLR-6,CAMP_SAN_01,P09,90,25% OFF,63,51,67.5,5670,51,3442.5,-12,-0.19,-2227.5,-0.39
cd4c5a,STMLR-0,CAMP_SAN_01,P09,90,25% OFF,34,28,67.5,3060,28,1890,-6,-0.18,-1170,-0.38
16fb87,STBLR-2,CAMP_SAN_01,P10,50,25% OFF,37,31,37.5,1850,31,1162.5,-6,-0.16,-687.5,-0.37
fb70b4,STCHE-2,CAMP_DIW_01,P03,156,25% OFF,355,347,117,55380,347,40599,-8,-0.02,-14781,-0.27
35637b,STVSK-4,CAMP_DIW_01,P03,156,25% OFF,301,237,117,46956,237,27729,-64,-0.21,-19227,-0.41
e788e5,STMYS-0,CAMP_SAN_01,P10,50,25% OFF,30,24,37.5,1500,24,900,-6,-0.2,-600,-0.4
4ced30,STCHE-3,CAMP_SAN_01,P09,90,25% OFF,60,49,67.5,5400,49,3307.5,-11,-0.18,-2092.5,-0.39
a37110,STHYD-0,CAMP_DIW_01,P04,290,25% OFF,367,330,217.5,106430,330,71775,-37,-0.1,-34655,-0.33
f8a2a6,STMDU-1,CAMP_SAN_01,P09,90,25% OFF,45,36,67.5,4050,36,2430,-9,-0.2,-1620,-0.4
c1c42d,STMLR-1,CAMP_SAN_01,P09,90,25% OFF,28,22,67.5,2520,22,1485,-6,-0.21,-1035,-0.41
92151c,STMDU-3,CAMP_SAN_01,P10,50,25% OFF,25,20,37.5,1250,20,750,-5,-0.2,-500,-0.4
9b309b,STMYS-0,CAMP_SAN_01,P09,90,25% OFF,67,56,67.5,6030,56,3780,-11,-0.16,-2250,-0.37
07ee94,STCHE-4,CAMP_DIW_01,P03,156,25% OFF,369,332,117,57564,332,38844,-37,-0.1,-18720,-0.33
4a34a6,STVSK-4,CAMP_SAN_01,P09,90,25% OFF,34,25,67.5,3060,25,1687.5,-9,-0.26,-1372.5,-0.45
8ea7e8,STVJD-1,CAMP_SAN_01,P09,90,25% OFF,37,26,67.5,3330,26,1755,-11,-0.3,-1575,-0.47
cc4a67,STTRV-0,CAMP_DIW_01,P03,156,25% OFF,187,181,117,29172,181,21177,-6,-0.03,-7995,-0.27
b55027,STCHE-6,CAMP_SAN_01,P10,50,25% OFF,31,22,37.5,1550,22,825,-9,-0.29,-725,-0.47
0842b9,STCBE-1,CAMP_DIW_01,P04,290,25% OFF,227,172,217.5,65830,172,37410,-55,-0.24,-28420,-0.43
57d06d,STCBE-1,CAMP_SAN_01,P09,90,25% OFF,54,39,67.5,4860,39,2632.5,-15,-0.28,-2227.5,-0.46
ad783e,STCHE-4,CAMP_SAN_01,P10,50,25% OFF,30,25,37.5,1500,25,937.5,-5,-0.17,-562.5,-0.38
5dfa52,STVSK-2,CAMP_DIW_01,P04,290,25% OFF,244,217,217.5,70760,217,47197.5,-27,-0.11,-23562.5,-0.33
f32df2,STHYD-6,CAMP_DIW_01,P04,290,25% OFF,390,339,217.5,113100,339,73732.5,-51,-0.13,-39367.5,-0.35
